event,time,gender,age,became_member_on,income,reward,difficulty,duration,offer_type,is_viewed,web_channel,mobile_channel,social_channel
offer completed,96,F,63,20140222,65000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,426,F,63,20140222,65000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,372,F,63,20140222,65000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,636,F,63,20140222,65000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,132,M,66,20170929,42000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,354,M,66,20170929,42000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,102,M,73,20170111,73000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,414,M,73,20170111,73000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,588,M,73,20170111,73000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,342,M,73,20170111,73000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,192,M,73,20170111,73000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,600,F,71,20171008,107000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,240,F,71,20171008,107000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,546,M,41,20170916,48000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,588,M,41,20170916,48000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,444,M,26,20170514,49000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,6,M,26,20170514,49000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,444,M,26,20170514,49000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,342,M,26,20170514,49000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,336,F,38,20180409,52000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,576,F,38,20180409,52000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,480,F,38,20180409,52000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,84,F,38,20180409,52000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,360,F,54,20171216,92000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,114,F,54,20171216,92000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,624,M,31,20140213,44000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,30,M,31,20140213,44000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,432,M,31,20140213,44000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,510,M,31,20140213,44000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,408,F,73,20161219,108000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,48,F,73,20161219,108000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,516,F,73,20161219,108000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,192,F,73,20161219,108000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,492,F,73,20170711,52000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,36,F,73,20170711,52000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,558,F,73,20170711,52000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,588,F,73,20170711,52000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,12,M,45,20171223,90000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,444,M,45,20171223,90000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,186,F,57,20170903,102000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,420,F,57,20170903,102000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,540,F,57,20170903,102000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,420,F,45,20180523,75000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,420,F,45,20180523,75000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,258,F,45,20180523,75000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,528,M,47,20170212,37000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,432,M,47,20170212,37000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,360,M,47,20170212,37000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,648,M,65,20180302,80000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,234,M,37,20151225,65000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,432,M,37,20151225,65000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,126,M,37,20151225,65000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,594,M,40,20151109,63000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,378,M,40,20151109,63000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,426,M,40,20151109,63000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,534,M,40,20151109,63000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,60,M,40,20151109,63000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,96,M,69,20160527,99000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,354,M,69,20160527,99000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,414,M,60,20161118,85000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,264,M,60,20161118,85000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,342,F,61,20170318,75000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,60,F,61,20170318,75000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,576,F,61,20170318,75000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,216,F,61,20170318,75000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,432,F,68,20180101,78000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,300,F,68,20180101,78000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,420,M,88,20171025,49000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,378,M,48,20180511,52000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,30,M,48,20180511,52000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,462,M,48,20180511,52000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,570,M,76,20171007,74000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,162,M,76,20171007,74000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,570,M,76,20171007,74000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,204,M,28,20150406,47000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,48,M,28,20150406,47000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,384,M,28,20150406,47000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,486,F,29,20170316,47000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,72,F,29,20170316,47000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,696,F,60,20180722,92000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,444,F,60,20180722,92000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,462,M,23,20171029,40000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,186,M,23,20171029,40000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,420,M,40,20150323,62000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,246,M,40,20150323,62000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,648,F,53,20160228,112000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,498,F,53,20160228,112000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,552,F,53,20160228,112000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,528,F,58,20170906,109000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,672,F,58,20170906,109000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,414,F,58,20170906,109000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,372,M,24,20180612,38000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,84,M,24,20180612,38000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,48,M,37,20180308,64000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,0,F,76,20170922,64000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,432,F,76,20170922,64000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,432,F,76,20170922,64000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,246,F,76,20170922,64000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,78,F,50,20170821,108000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,606,F,50,20170821,108000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,414,M,48,20171213,40000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,60,M,48,20171213,40000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,618,M,56,20151106,79000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,18,M,56,20151106,79000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,342,M,56,20151106,79000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,618,M,56,20151106,79000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,438,M,56,20151106,79000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,594,M,55,20180320,48000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,354,F,81,20180120,91000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,96,F,81,20180120,91000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,618,F,81,20180120,91000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,642,F,65,20150823,89000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,426,F,65,20150823,89000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,354,F,65,20150823,89000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,522,F,53,20180117,95000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,618,F,53,20180117,95000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,522,F,53,20180117,95000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,606,M,75,20160607,97000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,288,M,75,20160607,97000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,204,M,36,20171224,45000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,624,M,36,20171224,45000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,624,M,36,20171224,45000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,624,M,36,20171224,45000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,252,M,76,20180211,54000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,570,M,51,20180407,37000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,24,M,51,20180407,37000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,474,M,51,20180407,37000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,684,M,51,20180407,37000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,408,F,47,20160609,65000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,42,F,47,20160609,65000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,228,F,47,20160609,65000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,588,F,67,20180429,62000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,84,F,67,20180429,62000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,174,F,67,20180429,62000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,522,M,68,20171201,74000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,210,M,68,20171201,74000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,252,M,73,20180313,50000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,618,M,73,20180313,50000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,402,M,73,20180313,50000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,444,M,73,20180313,50000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,570,M,73,20180313,50000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,606,F,47,20180505,59000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,54,F,47,20180505,59000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,234,F,47,20180505,59000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,408,F,56,20170921,111000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,522,F,56,20170921,111000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,180,F,56,20170921,111000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,114,F,56,20170921,111000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,696,F,68,20171015,84000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,306,F,68,20171015,84000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,120,M,45,20170502,46000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,372,M,45,20170502,46000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,510,M,45,20170502,46000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,666,F,61,20160518,83000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,408,F,61,20160518,83000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,30,F,61,20160518,83000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,270,F,61,20160518,83000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,72,M,75,20170718,49000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,624,M,75,20170718,49000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,186,M,75,20170718,49000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,576,M,75,20170718,49000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,60,M,74,20160926,112000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,48,F,55,20151108,66000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,546,F,55,20151108,66000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,96,M,60,20180201,34000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,642,M,60,20180201,34000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,552,M,49,20180612,68000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,270,M,49,20180612,68000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,570,M,49,20180612,68000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,468,F,63,20150803,92000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,450,M,52,20160926,104000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,12,M,52,20160926,104000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,504,M,52,20160926,104000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,450,M,52,20160926,104000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,600,M,60,20180529,57000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,600,M,60,20180529,57000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,216,M,60,20180529,57000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,600,M,60,20180529,57000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,504,F,67,20170213,36000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,72,F,67,20170213,36000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,504,F,67,20170213,36000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,588,F,80,20170301,116000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,360,F,80,20170301,116000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,588,F,80,20170301,116000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,18,F,80,20170301,116000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,510,F,64,20180119,79000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,648,F,64,20180119,79000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,54,M,30,20170322,74000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,420,M,30,20170322,74000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,372,M,30,20170322,74000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,510,M,55,20161220,111000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,660,M,55,20161220,111000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,174,M,55,20161220,111000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,54,M,55,20161220,111000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,450,M,55,20161220,111000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,72,F,35,20170919,33000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,378,F,35,20170919,33000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,414,F,35,20170919,33000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,288,F,35,20170919,33000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,660,F,88,20171018,52000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,402,F,88,20171018,52000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,396,M,54,20180512,67000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,642,M,54,20180512,67000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,252,M,54,20180512,67000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,246,M,28,20170331,72000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,36,M,28,20170331,72000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,600,M,28,20170331,72000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,588,M,36,20180204,38000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,408,M,36,20180204,38000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,588,M,36,20180204,38000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,600,F,86,20150123,59000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,498,F,86,20150123,59000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,600,F,86,20150123,59000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,24,F,86,20150123,59000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,306,F,86,20150123,59000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,366,F,69,20171217,58000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,306,F,69,20171217,58000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,174,M,58,20160311,31000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,78,M,58,20160311,31000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,642,M,58,20160311,31000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,702,M,33,20180602,72000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,486,M,33,20180602,72000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,24,M,33,20180602,72000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,288,F,73,20180205,31000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,594,F,73,20180205,31000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,228,M,59,20180111,73000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,546,M,59,20180111,73000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,228,M,59,20180111,73000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,456,M,59,20180111,73000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,438,F,63,20171216,67000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,48,F,63,20171216,67000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,288,F,63,20171216,67000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,222,F,32,20171010,71000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,402,F,32,20171010,71000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,96,M,70,20180505,36000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,300,M,70,20180505,36000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,660,M,70,20180505,36000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,396,M,70,20180505,36000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,564,M,70,20180505,36000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,630,F,68,20170115,51000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,144,F,68,20170115,51000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,180,F,68,20170115,51000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,630,F,68,20170115,51000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,678,M,56,20170613,91000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,120,M,56,20170613,91000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,456,M,56,20170613,91000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,594,M,57,20170109,82000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,438,M,57,20170109,82000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,438,M,57,20170109,82000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,90,M,36,20170217,47000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,264,M,36,20170217,47000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,408,M,36,20170217,47000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,600,M,48,20160808,58000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,426,M,48,20160808,58000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,12,M,48,20160808,58000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,666,M,48,20160808,58000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,192,M,46,20151115,68000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,366,M,46,20151115,68000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,552,M,52,20171020,47000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,420,M,52,20171020,47000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,588,M,52,20171020,47000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,192,M,52,20171020,47000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,420,M,52,20171020,47000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,54,M,52,20171020,47000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,534,F,53,20150914,96000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,444,F,53,20150914,96000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,228,F,53,20150914,96000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,0,F,53,20150914,96000.0,2.0,10.0,10.0,discount,0.0,1,1,1
offer completed,474,F,45,20160126,44000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,396,F,45,20160126,44000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,582,F,45,20160126,44000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,174,F,45,20160126,44000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,348,F,64,20171020,41000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,642,F,64,20171020,41000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,66,F,64,20171020,41000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,672,F,45,20171112,65000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,90,F,45,20171112,65000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,354,F,45,20171112,65000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,534,M,35,20180106,55000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,402,M,35,20180106,55000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,174,M,35,20180106,55000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,30,M,35,20180106,55000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,300,M,61,20180403,54000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,636,M,61,20180403,54000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,348,M,37,20161024,75000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,684,M,37,20161024,75000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,336,M,37,20161024,75000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,66,M,25,20180220,30000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,642,M,25,20180220,30000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,366,M,25,20180220,30000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,462,M,25,20180220,30000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,564,F,73,20160718,63000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,18,F,73,20160718,63000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,180,F,73,20160718,63000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,414,F,73,20160718,63000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,396,M,46,20160115,68000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,24,M,46,20160115,68000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,516,M,46,20160115,68000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,408,M,46,20160115,68000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,306,M,33,20171201,50000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,594,M,33,20171201,50000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,204,M,43,20180208,36000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,600,M,43,20180208,36000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,30,M,49,20170417,109000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,222,M,49,20170417,109000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,342,M,49,20170417,109000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,450,F,60,20161116,99000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,240,F,60,20161116,99000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,438,M,58,20160804,114000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,672,M,58,20160804,114000.0,0.0,0.0,4.0,informational,0.0,1,1,0
